,public_date,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio
711,2021-12-31,0.1786785794990353,17.33828996282528,1.3496088264794384,14.45724907063197,0.1647870739304987,0.1711260281743406,0.5367325930156602,1.4637714997276052,3.0500023697805583,0.6851755265797392
1438,2021-12-31,0.07017470841507743,3.1089724830144507,0.6569107162865222,3.261094984616115,1.0458047882445978,0.1526306221217164,0.7152178914695214,5.158377393402773,6.5472847846261955,0.01838673396924114
1533,2021-12-31,-0.0751126388711291,-4.232435597189696,0.8621992711233039,-0.8963700234192038,,-0.1322958787730262,1.1101643111232222,-9.21274784698578,14.58449074074074,0.7628461155713344
1920,2021-12-31,0.3734988971489258,87.14285714285714,1.9107949220414076,114.4,0.05721854984332252,0.2672367357931592,0.3509656573568649,0.168270632837562,4.476261348414942,1.0911646928516656
2736,2021-12-31,0.1359391247354775,13.0217519106408,2.8303383230324033,12.927101704879483,0.2596134831268953,0.1965320158868546,0.4754869839756955,2.3242371970703846,13.659718178642134,2.072380407988282
3485,2021-12-31,-0.0223173288513853,-5.303703703703704,0.9391352859135286,1.0962962962962963,0.5491038725577849,0.002556538839724681,0.7762727368680294,-14.725931677018634,84.57894736842105,0.7864993026499303
4480,2021-12-31,0.3109203206447939,126.32089552238806,3.007441154138193,112.81343283582089,0.1951675544293893,0.2932610440194946,0.3833913417998533,1.1332300178454024,2.576345357776464,1.5491268033409265
4923,2021-12-31,0.1600906372271332,2.937238493723849,1.5559436488531844,1.4121338912133892,0.2461478586576603,0.03004422754308373,0.6628722457738002,2.9830480579328507,10.996363636363636,0.9842822214460356
5410,2021-12-31,0.1247813547980638,18.952513966480446,1.1478734254341232,16.287709497206706,0.1383209015305228,0.1580193445936192,0.7175544222597675,2.821876567987958,4.679442137762163,0.6931931070108746
5909,2021-12-31,0.0607065559811564,38.77470355731225,,31.74703557312253,0.1874045656865048,0.1898845412161008,0.8711100642080913,3.5933211742226856,,
6414,2021-12-31,0.03160649847450014,21.082644628099175,,18.512396694214875,0.9710398419826448,0.1925313465382519,0.7939835619495081,1.5610717100078801,,
7366,2021-12-31,0.07452129778836426,2.7857746240919075,0.3516459656446925,3.0144450076026357,0.7564359873673553,0.1459317553178469,0.7416848464407112,5.993048027331559,8.63628706199461,0.08361090961129453
8059,2021-12-31,0.02133355154450464,5.876281112737921,,5.0915080527086385,1.4032787911285902,0.1180334100652573,0.888606260530703,3.114571679718715,,
9268,2021-12-31,0.141446221232214,15.701903441321065,1.1542677467076237,12.715580486575067,0.2529432086236252,0.1773077747821515,0.4372215339178193,1.8173852772748644,4.8084826689111635,0.5408153375677136
9351,2021-12-31,0.1984177481122222,7.607627118644068,1.292795047174183,5.753389830508475,0.06839107844748839,0.2176815306399658,0.85931437385366,2.752722652468538,0.7205291463188478,0.7825168214424735
10000,2021-12-31,0.08033942066988031,10.223270661436494,1.508027615662063,8.522910861625864,0.4600781373489115,0.1899928480521259,0.2738715942646842,2.401441559975035,2.4937679324661253,0.7139860059083598
10869,2021-12-31,0.3563039902798975,41.19054820415879,1.0221149018576519,36.79584120982987,0.02714260259929273,0.2588179335569424,0.8202574344305731,1.135478612360999,37.909407010619304,0.4991911125987201
11446,2021-12-31,0.3181120013284072,30.800847457627118,1.8597099621689785,25.949152542372882,0.1005399871033162,0.2553006980878463,0.5257696030977734,0.7507503588672844,2.864483136490929,0.8604981084489282
