gicdesc,public_date,ticker,roa,intcov_ratio,quick_ratio,intcov,bm,npm,debt_assets,debt_ebitda,inv_turn,cash_ratio,long_term_credit_rating,rating,gsector_15.0,gsector_20.0,gsector_25.0,gsector_30.0,gsector_35.0,gsector_40.0,gsector_45.0,gsector_50.0,gsector_55.0
Materials,2017-02-28,VAL,0.1576706001592703,6.4330057420494695,0.8871648417626519,4.898409893992933,0.1650008113235587,0.0842466577195558,0.7419376296485148,2.613004797272974,5.493222568452545,0.1387061351534973,BB,0,1,0,0,0,0,0,0,0,0
Consumer Staples,2017-02-28,DPS,0.1752411575562701,10.147887323943662,2.411037107516651,6.964788732394366,0.177432571647706,0.1315217391304348,0.7820447349606782,2.7388379204892965,12.102189781021895,1.7002854424357754,BBB+,1,0,0,0,1,0,0,0,0,0
Information Technology,2017-02-28,IBM,0.1437852301888448,9.940397350993376,1.1670572019297036,10.835264900662253,0.1189201861144313,0.1486611611611612,0.8434323657103941,2.5729452681676737,23.950386597938145,0.235065472088215,AA-,1,0,0,0,0,0,0,1,0,0
Information Technology,2017-02-28,CDNS,0.184493301705088,12.552767215885089,1.131492480727916,9.579890156316011,0.1057608068468956,0.1118263867895906,0.6462553435820741,1.6901848864018565,3.3543231813128007,0.7997257335687766,BBB-,1,0,0,0,0,0,0,1,0,0
Utilities,2017-02-28,SCG,0.0850138063760354,3.193905817174515,0.5883777239709443,2.6481994459833795,0.7528854880653707,0.1407617695765318,0.6939648260009622,4.875984251968504,8.965174129353233,0.100726392251816,BBB+,1,0,0,0,0,0,0,0,0,1
Consumer Discretionary,2017-02-28,TOWR,0.1534865139906309,5.098529003608105,0.970819765557535,3.571329447682487,0.3697111279343543,0.0290477681027946,0.8159700926347264,2.138698170380883,22.58381515072747,0.1365761133189335,BB-,0,0,0,1,0,0,0,0,0,0
Consumer Discretionary,2017-02-28,FL,0.3042028018679119,81.91666666666667,2.0252403846153846,53.75,0.2979267117193937,0.0826370757180156,0.3035559410234172,0.1131578947368421,3.860438512869399,1.5596955128205128,BB+,0,0,0,1,0,0,0,0,0,0
Materials,2017-02-28,WLK,0.1388149346163388,9.32057288478873,1.3584980935403517,5.438621871557182,0.716796605172334,0.0785858452915363,0.6426120678739051,3.3509046410267853,5.889424851841056,0.5240376203529253,BBB,1,1,0,0,0,0,0,0,0,0
Industrials,2017-02-28,R,0.1596650209464788,3.739832119207538,0.5917357627479188,2.790006966849969,0.939989301735572,0.0389922828755747,0.8117602697521127,3.08786007452642,63.12724571119817,0.0359154368319143,BBB+,1,0,1,0,0,0,0,0,0,0
Materials,2017-02-28,OLN,0.0899338656521643,1.567079463364293,0.992629525254715,0.979876160990712,0.7803547491981622,-0.0007026267430548,0.7406021043982379,4.4485981308411215,6.710550319245972,0.1999783221331021,BB,0,1,0,0,0,0,0,0,0,0
Information Technology,2017-02-28,MSFT,0.1650227484264858,14.664029214850885,2.4052111372091827,12.449786975045647,0.1456086931358519,0.211610929256797,0.6481050133075427,2.0755632336236274,10.5670482420278,2.050958389768032,AAA,1,0,0,0,0,0,0,1,0,0
Information Technology,2017-02-28,TXN,0.3514283089923762,59.8,2.5030918727915195,45.9375,0.1445575198394725,0.268885564697083,0.3626072667518714,0.628855201254574,2.5820166618787703,1.5415194346289751,A+,1,0,0,0,0,0,0,1,0,0
Industrials,2017-02-28,KTOS,0.0174955451158269,-0.1902017291066282,1.6167938931297712,-0.7406340057636885,0.5367320637923509,-0.0903245102437565,0.7086232342399326,26.666666666666668,9.117117117117116,0.3541984732824427,B-,0,0,1,0,0,0,0,0,0,0
Utilities,2017-02-28,PNM,0.0780575442725911,2.0480281140179617,0.3788460678567347,1.8647639115027297,0.957714271659329,0.0861197504532444,0.728576837251278,5.501620833718268,12.475426064538183,0.0532624194518002,BBB+,1,0,0,0,0,0,0,0,0,1
Industrials,2017-02-28,BEAV,0.1812931961296268,5.560922063666301,0.7113522342783803,4.414928649835346,0.056193155172823,0.106072487981179,0.93575858283137,3.451372416130125,1.4598434575463672,0.2356784505891961,BB+,0,0,1,0,0,0,0,0,0,0
Materials,2017-02-28,RFP,0.0581381664116747,1.0789473684210529,1.094218415417559,-1.131578947368421,3.528089419894678,-0.0228490832157969,0.5999532382511106,3.08502024291498,5.668766876687669,0.0749464668094218,BB-,0,1,0,0,0,0,0,0,0,0
Materials,2017-02-28,KALU,0.1505049005049005,7.185344827586206,2.707272727272727,4.9525862068965525,0.5892192465054067,0.0689162783706598,0.4425355039833737,1.8209176122348296,4.755130597014926,1.7363636363636363,BB,0,1,0,0,0,0,0,0,0,0
